date,ticker,iv_reference,target_day_to_expiration,target_moneyness,n_fitted_expiries
2020-03-12,AAPL,0.7170892675556417,30,1.0,19
2020-03-13,AAPL,0.47017273844807955,30,1.0,18
2020-03-16,AAPL,0.8174328830866161,30,1.0,18
2020-03-17,AAPL,0.7303627432216027,30,1.0,18
2020-03-18,AAPL,0.6747468198282986,30,1.0,18
2020-03-19,AAPL,0.7074436625950071,30,1.0,18
2020-03-20,AAPL,0.7137867643858918,30,1.0,17
2020-03-23,AAPL,0.600170679337594,30,1.0,17
2020-03-24,AAPL,0.5467960391623251,30,1.0,17
2020-03-25,AAPL,0.6297091189674032,30,1.0,17
2020-03-26,AAPL,0.519413991718247,30,1.0,18
2020-03-27,AAPL,0.6161894430547804,30,1.0,17
2020-03-30,AAPL,0.5611064789235135,30,1.0,17
2020-03-31,AAPL,0.5045438064934887,30,1.0,17
2020-04-01,AAPL,0.6096986383651943,30,1.0,17
2020-04-02,AAPL,0.4782650146431812,30,1.0,18
2020-04-03,AAPL,0.5177439019658273,30,1.0,17
2020-04-06,AAPL,0.33087092419449415,30,1.0,17
2020-04-07,AAPL,0.3574480836761988,30,1.0,17
2020-04-08,AAPL,0.40511258283627355,30,1.0,17
2020-04-09,AAPL,0.19995751421193356,30,1.0,17
2020-04-13,AAPL,0.37639433077119605,30,1.0,17
2020-04-14,AAPL,0.2017107821045643,30,1.0,17
2020-04-15,AAPL,0.3128241139549852,30,1.0,17
2020-04-16,AAPL,0.1891712817387567,30,1.0,17
2020-04-17,AAPL,0.5041791214658147,30,1.0,16
2020-04-20,AAPL,0.1953598091755255,30,1.0,16
2020-04-21,AAPL,0.2528490006133287,30,1.0,16
2020-04-22,AAPL,0.18326987792031005,30,1.0,16
2020-04-23,AAPL,0.2050737807247578,30,1.0,17
2020-04-24,AAPL,0.3299784548757946,30,1.0,16
2020-04-27,AAPL,0.14599280413373836,30,1.0,16
2020-04-28,AAPL,0.25226607166957776,30,1.0,16
2020-04-29,AAPL,0.16463297575168587,30,1.0,16
2020-04-30,AAPL,0.14652400759209736,30,1.0,17
2020-05-01,AAPL,0.21252404222528917,30,1.0,16
2020-05-04,AAPL,0.15305269199508914,30,1.0,16
2020-05-05,AAPL,0.159837739749158,30,1.0,16
2020-05-06,AAPL,0.14347617277233074,30,1.0,16
